Average Hotness: 48451
Average Hot code Hotness: 48451
Hotness ratio: 1.000000
Ratio of CC to Hot Code:  1.000000
500,0.000224
588,0.000328
800,0.000011
888,0.000020
900,0.000003
988,0.000009
c00,0.000126
80003130,0.000000
80003240,0.000000
80003260,0.000000
80003264,0.000000
80003268,0.000000
800033a8,0.000073
800033c0,0.000162
800033d8,0.000049
80003408,0.000095
80003428,0.000064
80003434,0.017301
80003464,0.000253
80003470,0.000055
80003478,0.000096
80003480,0.000578
800034a8,0.002821
800034b0,0.000004
800034bc,0.000016
800034cc,0.000495
800056fc,0.000000
80005718,0.000000
80005738,0.000000
800061e8,0.000000
80006214,0.000000
80006234,0.000000
80006248,0.000000
80006250,0.000000
80006324,0.000011
80006338,0.000000
80006354,0.000000
80006358,0.000000
8000635c,0.000000
80006384,0.000000
8000639c,0.000000
800063bc,0.000000
800063e0,0.000000
800063e4,0.000000
800063f0,0.000000
80006404,0.000000
8000643c,0.000004
80006450,0.000008
80006454,0.000012
80006458,0.000009
8000645c,0.000010
80006460,0.000006
8000649c,0.000000
800064a4,0.000000
800064b0,0.000000
800064b4,0.000000
800064d0,0.000000
800064d4,0.000000
80006518,0.000000
80006540,0.000000
80006558,0.000000
800065a0,0.000000
800065ac,0.000000
800065b8,0.000000
8000682c,0.000001
80006844,0.000001
8000685c,0.000000
80006878,0.000000
8000688c,0.000000
800068b0,0.000000
80006920,0.000000
8000692c,0.000000
80006938,0.000001
80006950,0.000000
80006980,0.000001
800069c0,0.000001
80006ad4,0.000000
80006b3c,0.000000
80006b48,0.000000
80006b5c,0.000000
80006db0,0.000009
80007054,0.000000
80007080,0.000000
800070c0,0.000000
800070cc,0.000002
800070e0,0.000000
800070f0,0.000000
800070fc,0.000000
80007130,0.000000
80007134,0.000000
8000715c,0.000000
8000716c,0.000000
8000719c,0.000000
800071ac,0.000000
800071b8,0.000000
800071c8,0.000000
800071e8,0.000000
80007208,0.000000
80007214,0.000001
80007240,0.000002
80007244,0.000010
80007254,0.000006
80007258,0.000009
8000740c,0.000000
80007414,0.000001
80007444,0.000000
80007454,0.000000
80007464,0.000000
80007494,0.000000
800074b4,0.000000
800074cc,0.000000
800077f8,0.000005
80007834,0.000005
80007870,0.000004
800078ac,0.000011
800078d4,0.000009
800078d8,0.000006
80007930,0.000005
8000794c,0.000048
8000796c,0.000021
80007970,0.000001
8000797c,0.000012
800079b0,0.000053
800079f8,0.000069
80007a30,0.000018
80007a54,0.000010
80007a8c,0.000000
80007a9c,0.000000
80007b14,0.000000
80007b2c,0.000000
80007b58,0.000000
80007b70,0.000000
80007b8c,0.000000
80007bdc,0.000000
80007bf0,0.000000
80007c70,0.000000
80007ca4,0.000000
80007cbc,0.000000
80007cd0,0.000000
80007ce8,0.000000
80007d50,0.000000
80007d60,0.000000
80007d70,0.000000
80007d78,0.000000
80007dc8,0.000000
80007e00,0.000000
80007e3c,0.000000
80007e4c,0.000000
80007e8c,0.000000
80007ee4,0.000003
80007f0c,0.000011
80008344,0.000000
800083dc,0.000011
800083ec,0.000005
800083fc,0.000014
80008410,0.000006
80008454,0.000002
80008494,0.000009
800084b0,0.000002
80008508,0.000000
80008534,0.000003
80008540,0.000000
80008558,0.000010
80008568,0.000005
80008580,0.000003
80008590,0.000006
80008598,0.000002
800085c4,0.000008
800085d8,0.000003
800085ec,0.000013
8000990c,0.000000
8000af2c,0.000005
8000afb4,0.000007
8000afe8,0.000006
8000b008,0.000010
8000b014,0.000002
8000b03c,0.000002
8000b078,0.000004
8000b09c,0.000003
8000b0e0,0.000000
8000b188,0.000000
8000b1a4,0.000000
8000b774,0.000012
8000b878,0.000011
8000b95c,0.000008
8000b994,0.000012
8000b9b4,0.000011
8000b9e8,0.000006
8000b9ec,0.000008
8000b9f8,0.000001
8000ba34,0.000003
8000ba3c,0.000001
8000ba7c,0.000003
8000baa4,0.000005
8000bac4,0.000003
8000bb6c,0.000004
8000bb84,0.000004
8000bb9c,0.000004
8000bbb4,0.000004
8000bbd8,0.000003
8000bbf0,0.000002
8000bc04,0.000005
8000bcb4,0.000000
8000bcbc,0.000000
8000bccc,0.000000
8000bcd4,0.000000
8000bcd8,0.000000
8000bd08,0.000000
8000c738,0.000000
8000c790,0.000000
8000c7a4,0.000000
8000c7c4,0.000000
8000c7d0,0.000000
8000c7ec,0.000000
8000c800,0.000000
8000c844,0.000000
8000c894,0.000000
8000c8e0,0.000000
8000c92c,0.000000
8000c980,0.000000
8000c988,0.000000
8000c9b4,0.000000
8000c9cc,0.000000
8000c9dc,0.000000
8000c9ec,0.000000
8000c9fc,0.000000
8000ca08,0.000000
8000ca4c,0.000000
8000ca58,0.000000
8000ca6c,0.000000
8000ca84,0.000000
8000ca8c,0.000000
8000caa8,0.000000
8000cad4,0.000000
8000caec,0.000000
8000caf4,0.000000
8000cafc,0.000000
8000cb10,0.000000
8000cb1c,0.000000
8000cb20,0.000000
8000cb2c,0.000000
8000cc84,0.000000
8000cc98,0.000000
8000ccb8,0.000000
8000ccc8,0.000000
8000ccec,0.000000
8000cd10,0.000000
8000cdc8,0.000000
8000ce28,0.000000
8000ce54,0.000000
8000cec8,0.000000
8000cef4,0.000000
8000d148,0.000000
8000d1bc,0.000000
8000d1dc,0.000000
8000d1f4,0.000000
8000d23c,0.000000
8000d250,0.000000
8000d26c,0.000000
8000d420,0.000001
8000d864,0.000000
8000d89c,0.000000
8000d97c,0.000000
8000d9e4,0.000000
8000da70,0.000001
8000db24,0.000001
